This textfile must keep the line/row format.
Although the data in the table can be changed, but
the number of character for each row be the same.

2x16 characters display.
x-below will represent the data from table below.

 P O W E R :   x x x x x x d B m
 x x x x x x W   x x x x x x V

"$" character will be equal to space.
AD  	Sign	PdB	W		V	
3471	-	$5,26	297,9	u	122,0	m
3470	-	$5,28	296,5	u	121,8	m
3469	-	$5,31	294,4	u	121,3	m
3468	-	$5,33	293,1	u	121,1	m
3467	-	$5,36	291,1	u	120,6	m
3466	-	$5,38	289,7	u	120,4	m
3465	-	$5,41	287,7	u	119,9	m
3464	-	$5,43	286,4	u	119,7	m
3463	-	$5,45	285,1	u	119,4	m
3462	-	$5,48	283,1	u	119,0	m
3461	-	$5,50	281,8	u	118,7	m
3460	-	$5,53	279,9	u	118,3	m
3459	-	$5,55	278,6	u	118,0	m
3458	-	$5,58	276,7	u	117,6	m
3457	-	$5,60	275,4	u	117,3	m
3456	-	$5,63	273,5	u	116,9	m
3455	-	$5,65	272,3	u	116,7	m
3454	-	$5,67	271,0	u	116,4	m
3453	-	$5,70	269,2	u	116,0	m
3452	-	$5,72	267,9	u	115,7	m
3451	-	$5,75	266,1	u	115,3	m
3450	-	$5,77	264,9	u	115,1	m
3449	-	$5,80	263,0	u	114,7	m
3448	-	$5,82	261,8	u	114,4	m
3447	-	$5,84	260,6	u	114,1	m
3446	-	$5,87	258,8	u	113,8	m
3445	-	$5,89	257,6	u	113,5	m
3444	-	$5,92	255,9	u	113,1	m
3443	-	$5,94	254,7	u	112,8	m
3442	-	$5,97	252,9	u	112,4	m
3441	-	$5,99	251,8	u	112,2	m
3440	-	$6,02	250,0	u	111,8	m
3439	-	$6,04	248,9	u	111,6	m
3438	-	$6,06	247,7	u	111,3	m
3437	-	$6,09	246,0	u	110,9	m
3436	-	$6,11	244,9	u	110,7	m
3435	-	$6,14	243,2	u	110,3	m
3434	-	$6,16	242,1	u	110,0	m
3433	-	$6,19	240,4	u	109,6	m
3432	-	$6,21	239,3	u	109,4	m
3431	-	$6,24	237,7	u	109,0	m
3430	-	$6,26	236,6	u	108,8	m
3429	-	$6,28	235,5	u	108,5	m
3428	-	$6,31	233,9	u	108,1	m
3427	-	$6,33	232,8	u	107,9	m
3426	-	$6,36	231,2	u	107,5	m
3425	-	$6,38	230,1	u	107,3	m
3424	-	$6,41	228,6	u	106,9	m
3423	-	$6,43	227,5	u	106,7	m
3422	-	$6,46	225,9	u	106,3	m
3421	-	$6,48	224,9	u	106,0	m
3420	-	$6,50	223,9	u	105,8	m
3419	-	$6,53	222,3	u	105,4	m
3418	-	$6,55	221,3	u	105,2	m
3417	-	$6,58	219,8	u	104,8	m
3416	-	$6,60	218,8	u	104,6	m
3415	-	$6,63	217,3	u	104,2	m
3414	-	$6,65	216,3	u	104,0	m
3413	-	$6,67	215,3	u	103,8	m
3412	-	$6,70	213,8	u	103,4	m
3411	-	$6,72	212,8	u	103,2	m
3410	-	$6,75	211,3	u	102,8	m
3409	-	$6,77	210,4	u	102,6	m
3408	-	$6,80	208,9	u	102,2	m
3407	-	$6,82	208,0	u	102,0	m
3406	-	$6,85	206,5	u	101,6	m
3405	-	$6,87	205,6	u	101,4	m
3404	-	$6,89	204,6	u	101,1	m
3403	-	$6,92	203,2	u	100,8	m
3402	-	$6,94	202,3	u	100,6	m
3401	-	$6,97	200,9	u	100,2	m
3400	-	$6,99	200,0	u	100,0	m
3399	-	$7,02	198,6	u	99,65	m
3398	-	$7,04	197,7	u	99,42	m
3397	-	$7,07	196,3	u	99,07	m
3396	-	$7,09	195,4	u	98,84	m
3395	-	$7,11	194,5	u	98,62	m
3394	-	$7,14	193,2	u	98,29	m
3393	-	$7,16	192,3	u	98,06	m
3392	-	$7,19	191,0	u	97,72	m
3391	-	$7,21	190,1	u	97,49	m
3390	-	$7,24	188,8	u	97,16	m
3389	-	$7,26	187,9	u	96,93	m
3388	-	$7,29	186,6	u	96,59	m
3387	-	$7,31	185,8	u	96,38	m
3386	-	$7,33	184,9	u	96,15	m
3385	-	$7,36	183,7	u	95,84	m
3384	-	$7,38	182,8	u	95,60	m
3383	-	$7,41	181,6	u	95,29	m
3382	-	$7,43	180,7	u	95,05	m
3381	-	$7,46	179,5	u	94,74	m
3380	-	$7,48	178,6	u	94,50	m
3379	-	$7,50	177,8	u	94,29	m
3378	-	$7,53	176,6	u	93,97	m
3377	-	$7,55	175,8	u	93,75	m
3376	-	$7,58	174,6	u	93,43	m
3375	-	$7,60	173,8	u	93,22	m
3374	-	$7,63	172,6	u	92,90	m
3373	-	$7,65	171,8	u	92,68	m
3372	-	$7,68	170,6	u	92,36	m
3371	-	$7,70	169,8	u	92,14	m
3370	-	$7,72	169,0	u	91,92	m
3369	-	$7,75	167,9	u	91,62	m
3368	-	$7,77	167,1	u	91,41	m
3367	-	$7,80	166,0	u	91,10	m
3366	-	$7,82	165,2	u	90,88	m
3365	-	$7,85	164,1	u	90,58	m
3364	-	$7,87	163,3	u	90,36	m
3363	-	$7,90	162,2	u	90,06	m
3362	-	$7,92	161,4	u	89,83	m
3361	-	$7,94	160,7	u	89,64	m
3360	-	$7,97	159,6	u	89,33	m
3359	-	$7,99	158,9	u	89,13	m
3358	-	$8,02	157,8	u	88,83	m
3357	-	$8,04	157,0	u	88,60	m
3356	-	$8,07	156,0	u	88,32	m
3355	-	$8,09	155,2	u	88,09	m
3354	-	$8,12	154,2	u	87,81	m
3353	-	$8,14	153,5	u	87,61	m
3352	-	$8,16	152,8	u	87,41	m
3351	-	$8,19	151,7	u	87,09	m
3350	-	$8,21	151,0	u	86,89	m
3349	-	$8,24	150,0	u	86,60	m
3348	-	$8,26	149,3	u	86,40	m
3347	-	$8,29	148,3	u	86,11	m
3346	-	$8,31	147,6	u	85,91	m
3345	-	$8,33	146,9	u	85,70	m
3344	-	$8,36	145,9	u	85,41	m
3343	-	$8,38	145,2	u	85,21	m
3342	-	$8,41	144,2	u	84,91	m
3341	-	$8,43	143,5	u	84,71	m
3340	-	$8,46	142,6	u	84,44	m
3339	-	$8,48	141,9	u	84,23	m
3338	-	$8,51	140,9	u	83,93	m
3337	-	$8,53	140,3	u	83,76	m
3336	-	$8,55	139,6	u	83,55	m
3335	-	$8,58	138,7	u	83,28	m
3334	-	$8,60	138,0	u	83,07	m
3333	-	$8,63	137,1	u	82,79	m
3332	-	$8,65	136,5	u	82,61	m
3331	-	$8,68	135,5	u	82,31	m
3330	-	$8,70	134,9	u	82,13	m
3329	-	$8,73	134,0	u	81,85	m
3328	-	$8,75	133,4	u	81,67	m
3327	-	$8,77	132,7	u	81,46	m
3326	-	$8,80	131,8	u	81,18	m
3325	-	$8,82	131,2	u	80,99	m
3324	-	$8,85	130,3	u	80,72	m
3323	-	$8,87	129,7	u	80,53	m
3322	-	$8,90	128,8	u	80,25	m
3321	-	$8,92	128,2	u	80,06	m
3320	-	$8,95	127,4	u	79,81	m
3319	-	$8,97	126,8	u	79,62	m
3318	-	$8,99	126,2	u	79,44	m
3317	-	$9,02	125,3	u	79,15	m
3316	-	$9,04	124,7	u	78,96	m
3315	-	$9,07	123,9	u	78,71	m
3314	-	$9,09	123,3	u	78,52	m
3313	-	$9,12	122,5	u	78,26	m
3312	-	$9,14	121,9	u	78,07	m
3311	-	$9,17	121,1	u	77,81	m
3310	-	$9,19	120,5	u	77,62	m
3309	-	$9,21	119,9	u	77,43	m
3308	-	$9,24	119,1	u	77,17	m
3307	-	$9,26	118,6	u	77,01	m
3306	-	$9,29	117,8	u	76,75	m
3305	-	$9,31	117,2	u	76,55	m
3304	-	$9,34	116,4	u	76,29	m
3303	-	$9,36	115,9	u	76,12	m
3302	-	$9,38	115,3	u	75,93	m
3301	-	$9,41	114,6	u	75,70	m
3300	-	$9,43	114,0	u	75,50	m
3299	-	$9,46	113,2	u	75,23	m
3298	-	$9,48	112,7	u	75,07	m
3297	-	$9,51	111,9	u	74,80	m
3296	-	$9,53	111,4	u	74,63	m
3295	-	$9,56	110,7	u	74,40	m
3294	-	$9,58	110,2	u	74,23	m
3293	-	$9,60	109,6	u	74,03	m
3292	-	$9,63	108,9	u	73,79	m
3291	-	$9,65	108,4	u	73,62	m
3290	-	$9,68	107,6	u	73,35	m
3289	-	$9,70	107,2	u	73,21	m
3288	-	$9,73	106,4	u	72,94	m
3287	-	$9,75	105,9	u	72,77	m
3286	-	$9,78	105,2	u	72,53	m
3285	-	$9,80	104,7	u	72,35	m
3284	-	$9,82	104,2	u	72,18	m
3283	-	$9,85	103,5	u	71,94	m
3282	-	$9,87	103,0	u	71,76	m
3281	-	$9,90	102,3	u	71,52	m
3280	-	$9,92	101,9	u	71,38	m
3279	-	$9,95	101,2	u	71,13	m
3278	-	$9,97	100,7	u	70,96	m
3277	-	10,00	100,0	u	70,71	m
3276	-	10,02	99,54	u	70,55	m
3275	-	10,04	99,08	u	70,38	m
3274	-	10,07	98,40	u	70,14	m
3273	-	10,09	97,95	u	69,98	m
3272	-	10,12	97,27	u	69,74	m
3271	-	10,14	96,83	u	69,58	m
3270	-	10,17	96,16	u	69,34	m
3269	-	10,19	95,72	u	69,18	m
3268	-	10,21	95,28	u	69,02	m
3267	-	10,24	94,62	u	68,78	m
3266	-	10,26	94,19	u	68,63	m
3265	-	10,29	93,54	u	68,39	m
3264	-	10,31	93,11	u	68,23	m
3263	-	10,34	92,47	u	68,00	m
3262	-	10,36	92,04	u	67,84	m
3261	-	10,39	91,41	u	67,61	m
3260	-	10,41	90,99	u	67,45	m
3259	-	10,43	90,57	u	67,29	m
3258	-	10,46	89,95	u	67,06	m
3257	-	10,48	89,54	u	66,91	m
3256	-	10,51	88,92	u	66,68	m
3255	-	10,53	88,51	u	66,52	m
3254	-	10,56	87,90	u	66,29	m
3253	-	10,58	87,50	u	66,14	m
3252	-	10,61	86,90	u	65,92	m
3251	-	10,63	86,50	u	65,76	m
3250	-	10,65	86,10	u	65,61	m
3249	-	10,68	85,51	u	65,39	m
3248	-	10,70	85,11	u	65,23	m
3247	-	10,73	84,53	u	65,01	m
3246	-	10,75	84,14	u	64,86	m
3245	-	10,78	83,56	u	64,64	m
3244	-	10,80	83,18	u	64,49	m
3243	-	10,83	82,60	u	64,27	m
3242	-	10,85	82,22	u	64,12	m
3241	-	10,87	81,85	u	63,97	m
3240	-	10,90	81,28	u	63,75	m
3239	-	10,92	80,91	u	63,60	m
3238	-	10,95	80,35	u	63,38	m
3237	-	10,97	79,98	u	63,24	m
3236	-	11,00	79,43	u	63,02	m
3235	-	11,02	79,07	u	62,88	m
3234	-	11,04	78,70	u	62,73	m
3233	-	11,07	78,16	u	62,51	m
3232	-	11,09	77,80	u	62,37	m
3231	-	11,12	77,27	u	62,16	m
3230	-	11,14	76,91	u	62,01	m
3229	-	11,17	76,38	u	61,80	m
3228	-	11,19	76,03	u	61,66	m
3227	-	11,22	75,51	u	61,45	m
3226	-	11,24	75,16	u	61,30	m
3225	-	11,26	74,82	u	61,16	m
3224	-	11,29	74,30	u	60,95	m
3223	-	11,31	73,96	u	60,81	m
3222	-	11,34	73,45	u	60,60	m
3221	-	11,36	73,11	u	60,46	m
3220	-	11,39	72,61	u	60,25	m
3219	-	11,41	72,28	u	60,12	m
3218	-	11,44	71,78	u	59,91	m
3217	-	11,46	71,45	u	59,77	m
3216	-	11,48	71,12	u	59,63	m
3215	-	11,51	70,63	u	59,43	m
3214	-	11,53	70,31	u	59,29	m
3213	-	11,56	69,82	u	59,08	m
3212	-	11,58	69,50	u	58,95	m
3211	-	11,61	69,02	u	58,75	m
3210	-	11,63	68,71	u	58,61	m
3209	-	11,66	68,23	u	58,41	m
3208	-	11,68	67,92	u	58,28	m
3207	-	11,70	67,61	u	58,14	m
3206	-	11,73	67,14	u	57,94	m
3205	-	11,75	66,83	u	57,81	m
3204	-	11,78	66,37	u	57,61	m
3203	-	11,80	66,07	u	57,48	m
3202	-	11,83	65,61	u	57,28	m
3201	-	11,85	65,31	u	57,14	m
3200	-	11,88	64,86	u	56,95	m
3199	-	11,90	64,57	u	56,82	m
3198	-	11,92	64,27	u	56,69	m
3197	-	11,95	63,83	u	56,49	m
3196	-	11,97	63,53	u	56,36	m
3195	-	12,00	63,10	u	56,17	m
3194	-	12,02	62,81	u	56,04	m
3193	-	12,05	62,37	u	55,84	m
3192	-	12,07	62,09	u	55,72	m
3191	-	12,09	61,80	u	55,59	m
3190	-	12,12	61,38	u	55,40	m
3189	-	12,14	61,09	u	55,27	m
3188	-	12,17	60,67	u	55,08	m
3187	-	12,19	60,39	u	54,95	m
3186	-	12,22	59,98	u	54,76	m
3185	-	12,24	59,70	u	54,64	m
3184	-	12,27	59,29	u	54,45	m
3183	-	12,29	59,02	u	54,32	m
3182	-	12,31	58,75	u	54,20	m
3181	-	12,34	58,34	u	54,01	m
3180	-	12,36	58,08	u	53,89	m
3179	-	12,39	57,68	u	53,70	m
3178	-	12,41	57,41	u	53,58	m
3177	-	12,44	57,02	u	53,39	m
3176	-	12,46	56,75	u	53,27	m
3175	-	12,49	56,36	u	53,08	m
3174	-	12,51	56,10	u	52,96	m
3173	-	12,53	55,85	u	52,84	m
3172	-	12,56	55,46	u	52,66	m
3171	-	12,58	55,21	u	52,54	m
3170	-	12,61	54,83	u	52,36	m
3169	-	12,63	54,58	u	52,24	m
3168	-	12,66	54,20	u	52,06	m
3167	-	12,68	53,95	u	51,94	m
3166	-	12,71	53,58	u	51,76	m
3165	-	12,73	53,33	u	51,64	m
3164	-	12,75	53,09	u	51,52	m
3163	-	12,78	52,72	u	51,34	m
3162	-	12,80	52,48	u	51,22	m
3161	-	12,83	52,12	u	51,05	m
3160	-	12,85	51,88	u	50,93	m
3159	-	12,88	51,52	u	50,75	m
3158	-	12,90	51,29	u	50,64	m
3157	-	12,92	51,05	u	50,52	m
3156	-	12,95	50,70	u	50,35	m
3155	-	12,97	50,47	u	50,23	m
3154	-	13,00	50,12	u	50,06	m
3153	-	13,02	49,89	u	49,94	m
3152	-	13,05	49,55	u	49,77	m
3151	-	13,07	49,32	u	49,66	m
3150	-	13,10	48,98	u	49,49	m
3149	-	13,12	48,75	u	49,37	m
3148	-	13,14	48,53	u	49,26	m
3147	-	13,17	48,19	u	49,09	m
3146	-	13,19	47,97	u	48,97	m
3145	-	13,22	47,64	u	48,81	m
3144	-	13,24	47,42	u	48,69	m
3143	-	13,27	47,10	u	48,53	m
3142	-	13,29	46,88	u	48,41	m
3141	-	13,32	46,56	u	48,25	m
3140	-	13,34	46,34	u	48,14	m
3139	-	13,36	46,13	u	48,03	m
3138	-	13,39	45,81	u	47,86	m
3137	-	13,41	45,60	u	47,75	m
3136	-	13,44	45,29	u	47,59	m
3135	-	13,46	45,08	u	47,48	m
3134	-	13,49	44,77	u	47,31	m
3133	-	13,51	44,57	u	47,21	m
3132	-	13,54	44,26	u	47,04	m
3131	-	13,56	44,06	u	46,94	m
3130	-	13,58	43,85	u	46,82	m
3129	-	13,61	43,55	u	46,66	m
3128	-	13,63	43,35	u	46,56	m
3127	-	13,66	43,05	u	46,40	m
3126	-	13,68	42,85	u	46,29	m
3125	-	13,71	42,56	u	46,13	m
3124	-	13,73	42,36	u	46,02	m
3123	-	13,75	42,17	u	45,92	m
3122	-	13,78	41,88	u	45,76	m
3121	-	13,80	41,69	u	45,66	m
3120	-	13,83	41,40	u	45,50	m
3119	-	13,85	41,21	u	45,39	m
3118	-	13,88	40,93	u	45,24	m
3117	-	13,90	40,74	u	45,13	m
3116	-	13,93	40,46	u	44,98	m
3115	-	13,95	40,27	u	44,87	m
3114	-	13,97	40,09	u	44,77	m
3113	-	14,00	39,81	u	44,62	m
3112	-	14,02	39,63	u	44,51	m
3111	-	14,05	39,36	u	44,36	m
3110	-	14,07	39,17	u	44,25	m
3109	-	14,10	38,90	u	44,10	m
3108	-	14,12	38,73	u	44,01	m
3107	-	14,15	38,46	u	43,85	m
3106	-	14,17	38,28	u	43,75	m
3105	-	14,19	38,11	u	43,65	m
3104	-	14,22	37,84	u	43,50	m
3103	-	14,24	37,67	u	43,40	m
3102	-	14,27	37,41	u	43,25	m
3101	-	14,29	37,24	u	43,15	m
3100	-	14,32	36,98	u	43,00	m
3099	-	14,34	36,81	u	42,90	m
3098	-	14,37	36,56	u	42,76	m
3097	-	14,39	36,39	u	42,66	m
3096	-	14,41	36,22	u	42,56	m
3095	-	14,44	35,97	u	42,41	m
3094	-	14,46	35,81	u	42,31	m
3093	-	14,49	35,56	u	42,17	m
3092	-	14,51	35,40	u	42,07	m
3091	-	14,54	35,16	u	41,93	m
3090	-	14,56	34,99	u	41,83	m
3089	-	14,58	34,83	u	41,73	m
3088	-	14,61	34,59	u	41,59	m
3087	-	14,63	34,43	u	41,49	m
3086	-	14,66	34,20	u	41,35	m
3085	-	14,68	34,04	u	41,26	m
3084	-	14,71	33,81	u	41,12	m
3083	-	14,73	33,65	u	41,02	m
3082	-	14,76	33,42	u	40,88	m
3081	-	14,78	33,27	u	40,79	m
3080	-	14,80	33,11	u	40,69	m
3079	-	14,83	32,89	u	40,55	m
3078	-	14,85	32,73	u	40,45	m
3077	-	14,88	32,51	u	40,32	m
3076	-	14,90	32,36	u	40,22	m
3075	-	14,93	32,14	u	40,09	m
3074	-	14,95	31,99	u	39,99	m
3073	-	14,98	31,77	u	39,86	m
3072	-	15,00	31,62	u	39,76	m
3071	-	15,02	31,48	u	39,67	m
3070	-	15,05	31,26	u	39,53	m
3069	-	15,07	31,12	u	39,45	m
3068	-	15,10	30,90	u	39,31	m
3067	-	15,12	30,76	u	39,22	m
3066	-	15,15	30,55	u	39,08	m
3065	-	15,17	30,41	u	38,99	m
3064	-	15,20	30,20	u	38,86	m
3063	-	15,22	30,06	u	38,77	m
3062	-	15,24	29,92	u	38,68	m
3061	-	15,27	29,72	u	38,55	m
3060	-	15,29	29,58	u	38,46	m
3059	-	15,32	29,38	u	38,33	m
3058	-	15,34	29,24	u	38,24	m
3057	-	15,37	29,04	u	38,11	m
3056	-	15,39	28,91	u	38,02	m
3055	-	15,42	28,71	u	37,89	m
3054	-	15,44	28,58	u	37,80	m
3053	-	15,46	28,44	u	37,71	m
3052	-	15,49	28,25	u	37,58	m
3051	-	15,51	28,12	u	37,50	m
3050	-	15,54	27,93	u	37,37	m
3049	-	15,56	27,80	u	37,28	m
3048	-	15,59	27,61	u	37,16	m
3047	-	15,61	27,48	u	37,07	m
3046	-	15,63	27,35	u	36,98	m
3045	-	15,66	27,16	u	36,85	m
3044	-	15,68	27,04	u	36,77	m
3043	-	15,71	26,85	u	36,64	m
3042	-	15,73	26,73	u	36,56	m
3041	-	15,76	26,55	u	36,43	m
3040	-	15,78	26,42	u	36,35	m
3039	-	15,81	26,24	u	36,22	m
3038	-	15,83	26,12	u	36,14	m
3037	-	15,85	26,00	u	36,06	m
3036	-	15,88	25,82	u	35,93	m
3035	-	15,90	25,70	u	35,85	m
3034	-	15,93	25,53	u	35,73	m
3033	-	15,95	25,41	u	35,64	m
3032	-	15,98	25,23	u	35,52	m
3031	-	16,00	25,12	u	35,44	m
3030	-	16,03	24,95	u	35,32	m
3029	-	16,05	24,83	u	35,23	m
3028	-	16,07	24,72	u	35,16	m
3027	-	16,10	24,55	u	35,04	m
3026	-	16,12	24,43	u	34,95	m
3025	-	16,15	24,27	u	34,84	m
3024	-	16,17	24,15	u	34,75	m
3023	-	16,20	23,99	u	34,63	m
3022	-	16,22	23,88	u	34,55	m
3021	-	16,25	23,71	u	34,43	m
3020	-	16,27	23,60	u	34,35	m
3019	-	16,29	23,50	u	34,28	m
3018	-	16,32	23,33	u	34,15	m
3017	-	16,34	23,23	u	34,08	m
3016	-	16,37	23,07	u	33,96	m
3015	-	16,39	22,96	u	33,88	m
3014	-	16,42	22,80	u	33,76	m
3013	-	16,44	22,70	u	33,69	m
3012	-	16,46	22,59	u	33,61	m
3011	-	16,49	22,44	u	33,50	m
3010	-	16,51	22,34	u	33,42	m
3009	-	16,54	22,18	u	33,30	m
3008	-	16,56	22,08	u	33,23	m
3007	-	16,59	21,93	u	33,11	m
3006	-	16,61	21,83	u	33,04	m
3005	-	16,64	21,68	u	32,92	m
3004	-	16,66	21,58	u	32,85	m
3003	-	16,68	21,48	u	32,77	m
3002	-	16,71	21,33	u	32,66	m
3001	-	16,73	21,23	u	32,58	m
3000	-	16,76	21,09	u	32,47	m
2999	-	16,78	20,99	u	32,40	m
2998	-	16,81	20,84	u	32,28	m
2997	-	16,83	20,75	u	32,21	m
2996	-	16,86	20,61	u	32,10	m
2995	-	16,88	20,51	u	32,02	m
2994	-	16,90	20,42	u	31,95	m
2993	-	16,93	20,28	u	31,84	m
2992	-	16,95	20,18	u	31,76	m
2991	-	16,98	20,04	u	31,65	m
2990	-	17,00	19,95	u	31,58	m
2989	-	17,03	19,82	u	31,48	m
2988	-	17,05	19,72	u	31,40	m
2987	-	17,08	19,59	u	31,30	m
2986	-	17,10	19,50	u	31,22	m
2985	-	17,12	19,41	u	31,15	m
2984	-	17,15	19,28	u	31,05	m
2983	-	17,17	19,19	u	30,98	m
2982	-	17,20	19,05	u	30,86	m
2981	-	17,22	18,97	u	30,80	m
2980	-	17,25	18,84	u	30,69	m
2979	-	17,27	18,75	u	30,62	m
2978	-	17,29	18,66	u	30,55	m
2977	-	17,32	18,54	u	30,45	m
2976	-	17,34	18,45	u	30,37	m
2975	-	17,37	18,32	u	30,27	m
2974	-	17,39	18,24	u	30,20	m
2973	-	17,42	18,11	u	30,09	m
2972	-	17,44	18,03	u	30,02	m
2971	-	17,47	17,91	u	29,92	m
2970	-	17,49	17,82	u	29,85	m
2969	-	17,51	17,74	u	29,78	m
2968	-	17,54	17,62	u	29,68	m
2967	-	17,56	17,54	u	29,61	m
2966	-	17,59	17,42	u	29,51	m
2965	-	17,61	17,34	u	29,44	m
2964	-	17,64	17,22	u	29,34	m
2963	-	17,66	17,14	u	29,27	m
2962	-	17,69	17,02	u	29,17	m
2961	-	17,71	16,94	u	29,10	m
2960	-	17,73	16,87	u	29,04	m
2959	-	17,76	16,75	u	28,94	m
2958	-	17,78	16,67	u	28,87	m
2957	-	17,81	16,56	u	28,77	m
2956	-	17,83	16,48	u	28,71	m
2955	-	17,86	16,37	u	28,61	m
2954	-	17,88	16,29	u	28,54	m
2953	-	17,91	16,18	u	28,44	m
2952	-	17,93	16,11	u	28,38	m
2951	-	17,95	16,03	u	28,31	m
2950	-	17,98	15,92	u	28,21	m
2949	-	18,00	15,85	u	28,15	m
2948	-	18,03	15,74	u	28,05	m
2947	-	18,05	15,67	u	27,99	m
2946	-	18,08	15,56	u	27,89	m
2945	-	18,10	15,49	u	27,83	m
2944	-	18,13	15,38	u	27,73	m
2943	-	18,15	15,31	u	27,67	m
2942	-	18,17	15,24	u	27,60	m
2941	-	18,20	15,14	u	27,51	m
2940	-	18,22	15,07	u	27,45	m
2939	-	18,25	14,96	u	27,35	m
2938	-	18,27	14,89	u	27,29	m
2937	-	18,30	14,79	u	27,19	m
2936	-	18,32	14,72	u	27,13	m
2935	-	18,34	14,66	u	27,07	m
2934	-	18,37	14,55	u	26,97	m
2933	-	18,39	14,49	u	26,92	m
2932	-	18,42	14,39	u	26,82	m
2931	-	18,44	14,32	u	26,76	m
2930	-	18,47	14,22	u	26,66	m
2929	-	18,49	14,16	u	26,61	m
2928	-	18,52	14,06	u	26,51	m
2927	-	18,54	14,00	u	26,46	m
2926	-	18,56	13,93	u	26,39	m
2925	-	18,59	13,84	u	26,31	m
2924	-	18,61	13,77	u	26,24	m
2923	-	18,64	13,68	u	26,15	m
2922	-	18,66	13,61	u	26,09	m
2921	-	18,69	13,52	u	26,00	m
2920	-	18,71	13,46	u	25,94	m
2919	-	18,74	13,37	u	25,86	m
2918	-	18,76	13,30	u	25,79	m
2917	-	18,78	13,24	u	25,73	m
2916	-	18,81	13,15	u	25,64	m
2915	-	18,83	13,09	u	25,58	m
2914	-	18,86	13,00	u	25,50	m
2913	-	18,88	12,94	u	25,44	m
2912	-	18,91	12,85	u	25,35	m
2911	-	18,93	12,79	u	25,29	m
2910	-	18,96	12,71	u	25,21	m
2909	-	18,98	12,65	u	25,15	m
2908	-	19,00	12,59	u	25,09	m
2907	-	19,03	12,50	u	25,00	m
2906	-	19,05	12,45	u	24,95	m
2905	-	19,08	12,36	u	24,86	m
2904	-	19,10	12,30	u	24,80	m
2903	-	19,13	12,22	u	24,72	m
2902	-	19,15	12,16	u	24,66	m
2901	-	19,17	12,11	u	24,61	m
2900	-	19,20	12,02	u	24,52	m
2899	-	19,22	11,97	u	24,46	m
2898	-	19,25	11,89	u	24,38	m
2897	-	19,27	11,83	u	24,32	m
2896	-	19,30	11,75	u	24,24	m
2895	-	19,32	11,69	u	24,18	m
2894	-	19,35	11,61	u	24,09	m
2893	-	19,37	11,56	u	24,04	m
2892	-	19,39	11,51	u	23,99	m
2891	-	19,42	11,43	u	23,91	m
2890	-	19,44	11,38	u	23,85	m
2889	-	19,47	11,30	u	23,77	m
2888	-	19,49	11,25	u	23,72	m
2887	-	19,52	11,17	u	23,63	m
2886	-	19,54	11,12	u	23,58	m
2885	-	19,57	11,04	u	23,49	m
2884	-	19,59	10,99	u	23,44	m
2883	-	19,61	10,94	u	23,39	m
2882	-	19,64	10,86	u	23,30	m
2881	-	19,66	10,81	u	23,25	m
2880	-	19,69	10,74	u	23,17	m
2879	-	19,71	10,69	u	23,12	m
2878	-	19,74	10,62	u	23,04	m
2877	-	19,76	10,57	u	22,99	m
2876	-	19,79	10,50	u	22,91	m
2875	-	19,81	10,45	u	22,86	m
2874	-	19,83	10,40	u	22,80	m
2873	-	19,86	10,33	u	22,73	m
2872	-	19,88	10,28	u	22,67	m
2871	-	19,91	10,21	u	22,59	m
2870	-	19,93	10,16	u	22,54	m
2869	-	19,96	10,09	u	22,46	m
2868	-	19,98	10,05	u	22,42	m
2867	-	20,00	10,00	u	22,36	m
2866	-	20,03	9,931	u	22,28	m
2865	-	20,05	9,886	u	22,23	m
2864	-	20,08	9,817	u	22,16	m
2863	-	20,10	9,772	u	22,10	m
2862	-	20,13	9,705	u	22,03	m
2861	-	20,15	9,661	u	21,98	m
2860	-	20,18	9,594	u	21,90	m
2859	-	20,20	9,550	u	21,85	m
2858	-	20,22	9,506	u	21,80	m
2857	-	20,25	9,441	u	21,73	m
2856	-	20,27	9,397	u	21,68	m
2855	-	20,30	9,333	u	21,60	m
2854	-	20,32	9,290	u	21,55	m
2853	-	20,35	9,226	u	21,48	m
2852	-	20,37	9,183	u	21,43	m
2851	-	20,40	9,120	u	21,35	m
2850	-	20,42	9,078	u	21,30	m
2849	-	20,44	9,036	u	21,26	m
2848	-	20,47	8,974	u	21,18	m
2847	-	20,49	8,933	u	21,13	m
2846	-	20,52	8,872	u	21,06	m
2845	-	20,54	8,831	u	21,01	m
2844	-	20,57	8,770	u	20,94	m
2843	-	20,59	8,730	u	20,89	m
2842	-	20,62	8,670	u	20,82	m
2841	-	20,64	8,630	u	20,77	m
2840	-	20,66	8,590	u	20,72	m
2839	-	20,69	8,531	u	20,65	m
2838	-	20,71	8,492	u	20,61	m
2837	-	20,74	8,433	u	20,53	m
2836	-	20,76	8,395	u	20,49	m
2835	-	20,79	8,337	u	20,42	m
2834	-	20,81	8,299	u	20,37	m
2833	-	20,83	8,260	u	20,32	m
2832	-	20,86	8,204	u	20,25	m
2831	-	20,88	8,166	u	20,21	m
2830	-	20,91	8,110	u	20,14	m
2829	-	20,93	8,072	u	20,09	m
2828	-	20,96	8,017	u	20,02	m
2827	-	20,98	7,980	u	19,97	m
2826	-	21,01	7,925	u	19,91	m
2825	-	21,03	7,889	u	19,86	m
2824	-	21,05	7,852	u	19,81	m
2823	-	21,08	7,798	u	19,75	m
2822	-	21,10	7,762	u	19,70	m
2821	-	21,13	7,709	u	19,63	m
